,rate_electron,rate_HII,rate_HeII,rate_HeIII,rate_HI,rate_HeI,rate_oH2,rate_pH2
82,1.17e-09,1.285e-08,0.0,0.0,3.15e-10,5.19e-11,1.118e-10,1.038e-10
83,1.295e-09,1.332e-08,0.0,0.0,3.15e-10,5.19e-11,1.111e-10,1.031e-10
84,1.422e-09,1.381e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
85,1.549e-09,1.433e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
86,1.678e-09,1.489e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
87,1.808e-09,1.547e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
88,1.94e-09,1.609e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
89,2.073e-09,1.675e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
90,2.208e-09,1.745e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
91,2.345e-09,1.819e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
92,2.483e-09,1.897e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
93,2.624e-09,1.945e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
94,2.767e-09,1.995e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
95,2.912e-09,2.049e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
96,3.056e-09,2.105e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
97,3.156e-09,2.164e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
98,3.258e-09,2.227e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
99,3.364e-09,2.294e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
100,3.472e-09,2.324e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
101,3.583e-09,2.352e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
102,3.697e-09,2.382e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
103,3.813e-09,2.414e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
104,3.934e-09,2.447e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
105,4.057e-09,2.483e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
106,4.184e-09,2.52e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
107,4.314e-09,2.56e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
108,4.442e-09,2.601e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
109,4.431e-09,2.615e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
110,4.424e-09,2.631e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
111,4.421e-09,2.648e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
112,4.421e-09,2.665e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
